id,sort,hitokoto,from,from_who,creator,created_at
4594,Animation,死亡的尽头，没有神,机动战士高达00:先驱者的觉醒,,smallxu,1566909746.0
4595,Original,|｡･㉨･)っ♡　喜欢你♪,无,,lrelia,1567014585.0
4596,Literature,苦其心志，饿其体肤，空乏其身，行拂乱其所为。,孟子,,Charls_Yiyan,1567043608.0
4599,Other,爱你我也不在是那个幼稚的少年。,那个女孩,,陵宇,1567062165.0
4600,Animation,现世为梦，夜梦为真。,《xxxholic》,,于归,1567080688.0
4601,Animation,隐约雷鸣阴霾天空即使风无雨我亦留此地,言叶之庭,,xifen,1567141130.0
4602,Literature,追求得到之日即其终止之日，寻觅的过程亦即失去的过程。,国境以南，太阳以西,,unknowncloud,1567149443.0
4604,Animation,今天不想做，所以才要做,春上村树,,嘟嘟噜,1567387561.0
4605,Animation,嗯，明白。我们是天人的Gundam Meister,机动战士高达00,,smallxu,1567429261.0
4606,Games,这个人好弱啊，真的是我们的指挥使吗？,永远的七日之都,,Amadeus,1567583621.0
4608,Literature,今天的我们伤痕累累，但比起昨日，我们应该多少有所成长,My days 永远的七日之都,,Amadeus,1567584466.0
4610,Games,我觉得世界无聊，是因为我的世界本身已经足够有趣了,永远的七日之都 璐璐,,Amadeus,1567584926.0
4611,Games,红尘往事付流水，忘尽俗缘始得真，一饮而尽，再醉千年,永远的七日之都,,Amadeus,1567585069.0
4612,Games,以必将褪色的誓言，守护无法实现的愿望,永远的七日之都,,Amadeus,1567585274.0
4613,Games,你要的未来，就是这个样子吗？,永远的七日之都,,Amadeus,1567585713.0
4614,Animation,不动身的话就永远无法追寻，哪怕是休息也不会就此停下。,Aqours,,Chika Takami,1567592758.0
4615,Animation,朝着下一道光芒横渡大海吧！,Aqours,,Chika Takami,1567592796.0
4616,Animation,这个世界啊，很美丽的，很广大的，很辽阔的！,Darling in the FRANXX,,Chika Takami,1567592815.0
4617,Animation,我对Darling啊，最喜欢了。我们从今以后，都要在一起哦。,Darling in the FRANXX,,Chika Takami,1567592845.0
4618,Animation,为了传达不到的思念而苦恼，只会感到痛不欲生。,WHITE FIRST LOVE,,Chika Takami,1567592872.0
4619,Other,醉后不知天在水 满船清梦压星河,唐温如,,allenwang,1567671077.0
4620,Other,赌书消得泼茶香，当时只道是寻常,纳兰性德,,旒虬,1567673987.0
4622,Internet,花开如火，也如寂寞。,——顾城,,sahara,1567795200.0
4624,Internet,比起担心会后悔而什么都不做，还不如做完了再去后悔。,网络；忘记在哪看到的了,,史诗级的肉卷丝,1567880697.0
4625,Internet,永远不要放弃你真正想要得到的东西，等待虽难，但后悔更甚。,网络,,苏宁,1567942656.0
4626,Games,这颗心，像青天一样恢宏！,王者荣耀,,Sariay,1567970243.0
4627,Original,漂亮姑娘千千万，功名万里惟一人！,春风词,,Sariay,1567970414.0
4628,Original,一沈秋园，满庭霜落，云烟北桥夜连城。,北湖词,,Sariay,1567970516.0
4629,Animation,千军万马滚滚来，不知何人留情怀！,Other,,Sariay,1567970631.0
4630,Games,愿吾妹，无拘无束如沧海之风，纵情闪耀如夜空之星。,王者荣耀,,Sariay,1567970934.0
4631,Other,世间无限丹青手，一片伤心画不成。,金陵晚望,,Sariay,1567971033.0
4632,Original,我也是二十岁的大人了～,原创,,长不胖の橘猫,1568002038.0
4633,Internet,自立自主总胜过俯首为奴！,网络,,网友CC、,1568016340.0
4634,Animation,用决斗......给大家......带来笑容......,游戏王<A-RCV>,,不知火的橙子,1568016445.0
4635,Other,爱你所爱，行你所行，听从你心，无问西东。,无问西东,,山河故人,1568192471.0
4636,Original,你怎么这么奇奇怪怪怪。。怪可爱的,还未找到女朋友的林同学,,wait.,1568398417.0
4638,Internet,所爱隔山海 山海亦可平,来自网络,,晴和君,1568870947.0
4640,Internet,数星星的孩子，是在和夜晚的星空交谈，而不是为了得到一个数字。,来自网络,,Little_Qiu,1568951730.0
4641,Internet,人类最高级别的安慰，就是理解别人的痛苦，并陪伴他。,来自网络,,Little_Qiu,1568951681.0
4644,Internet,小时候词不达意，长大了言不由衷。,网络,,伟.,1569220489.0
4645,Internet,小时候怕鬼，因为他们面目狰狞；长大后怕人，因为他们衣冠楚楚。,网络,,伟.,1569220530.0
4646,Original,黎明前的黑暗，是最深不见底的黑暗。,彭小呆,,彭小呆,1569312140.0
4647,Original,校服是我和她唯一穿过的情侣装，毕业照是我和她唯一的合影。,彭小呆,,彭小呆,1569312157.0
4648,Literature,一个会用风筝向你写出“我想你”的女孩，真让人永远都忘不了她。,偷影子的人,,彭小呆,1569312184.0
4650,Literature,一个人无法自成孤岛，要么至少，一个人无法自成最理想的孤岛。,岛上书店,,彭小呆,1569312235.0
4651,Literature,大多数人如果能给更多事情一个机会的话，他们的问题都能解决。,岛上书店,,彭小呆,1569312250.0
4652,Literature,你不是不擅长学习，只是没有找到自己想要学习的东西而已。,梦幻花,,彭小呆,1569312268.0
4655,Literature,这个世界有很多置他人与不幸，并幸灾乐祸的人。,梦幻花,,彭小呆,1569312298.0
4657,Animation,这个世上没有无用的齿轮，也只有齿轮本身能决定自己的用途。,嫌疑人x的献身,,彭小呆,1569312335.0
4660,Literature,世界上没有一条河不拐弯，但最终都要流向大海。,好好说话,,彭小呆,1569312382.0
4662,Literature,如果我们只看到自己的普通，可能就会错过特别的人生。,深夜食堂,,岔路ko,1569322333.0
4663,Other,不以物喜，不以己悲。,岳阳楼记,,smallxu,1569327326.0
4665,Other,长风破浪会有时，直挂云帆济沧海。,行路难,李白,smallxu,1569327421.0
4666,Other,明月装饰了你的窗子，你装饰了别人的梦。,断章,,smallxu,1569328047.0
4668,Animation,光就是羁绊之力，它会再度被某人继承，散发出耀眼的光。,奈克瑟斯奥特曼,,smallxu,1569328870.0
4670,Animation,记忆是不会消失的，只是一时想不起来了而已。,千与千寻,,smallxu,1569328996.0
4671,Animation,我不借助别人的力量就没办法跟仰慕的人聊天吗？,女高中生的虚度日常,,eaea,1569409493.0
4672,Animation,强韧，无敌，最强！玉碎，粉碎，大喝彩！,海马濑人,,灰流丽永不被指,1569464051.0
4674,Original,焦虑像毒瘾，让人想对死亡说你好……,原创,,amor耳朵,1569491941.0
4675,Other,不可盲目期待，不可执念过深，不可用力过猛。,小感,,哇哈哈,1569660003.0
4676,Animation,人的好意是沉重的。,黑神,,eaea,1569775045.0
4679,Other,为什么我的眼里常含泪水？因为我对这土地爱的深沉。,我爱这土地,,smallxu,1569846565.0
4680,Literature,差距并不可怕，可怕的是因为差距而放弃。,全职高手,,莫離,1570018352.0
4682,Literature,你应该是上天赐予我的满心欢喜。,荒生虚闻录,,芲犯,1570088236.0
4683,Internet,我们各自努力，最高处见。,知乎,,憨憨,1570243761.0
4684,Animation,我们所度过的每个平凡的日常，也许就是连续发生的奇迹。,日常,,jzl,1570259692.0
4687,Other,明明喜欢，却要装作无所事事，等到已从身边离去，而来追悔莫及。,网络,丁先生,丁先生,1569159812.0
4688,Poetry,两情若是久长时，又岂在朝朝暮暮？,鹊桥仙·纤云弄巧,秦观,smallxu,1569327478.0
4689,Poetry,嗟叹红颜泪、英雄殁，人世苦多。山河永寂、怎堪欢颜。,南唐旧梦：山河永寂,一寒呵,smallxu,1569327779.0
4690,Poetry,茅檐低小，溪上青青草。醉里吴音相媚好，白发谁家翁媪？,清平乐·村居,辛弃疾,smallxu,1569327991.0
4692,Animation,我最喜欢三月的风，四月的雨，不落的太阳和最好的你,闺密,,憨糊糊的闺密,1570264355.0
4694,Original,世界真可怕，想回到妈妈的肚子里。,年轻人的颓丧,,萖呓儿,1570453940.0
4695,Literature,人们之所以会怀念故乡，是因为心爱的人就在故乡。,狼与香辛料,,wwlwwl,1570590685.0
4696,Original,忙碌时渴望悠闲，闲暇时却不知道干啥啦。,年轻人的颓废,,萖呓儿,1570453660.0
4697,Animation,在末日中，人们总想寻找希望，但要真有希望的话，那还叫希望吗？,灵笼,,xinyun,1570584028.0
4698,Original,一个人，一个人，一个人，不是不想交朋友，而是懒。,年轻人的颓丧,,萖呓儿,1570453832.0
4700,Literature,孤独可是致人于死的疾病呐。,狼与香辛料,,wwlwwl,1570590671.0
4702,Other,逝者如斯，不舍昼夜。,其他,,气质,1570606318.0
4703,Literature,如果……不是因为我的缘故……或许大家都不会出事吧……,曼殊华,,陈俊豪,1570630265.0
4704,Original,如果你热爱生活就不要浪费时间，因为时间组成了生活。,joah,joah,joah,1570791183.0
4705,Animation,可爱即是正义。,游戏人生,,STman,1570834278.0
4706,Animation,在末日中，人们总想寻找希望，但要真有希望的话，那还叫末日吗？,灵笼,,xinyun,1570873391.0
4707,Literature,单程孤舟，出云入霞，如歌如吟。,门孔,,Henry_Huang,1571118457.0
4708,Original,在繁华中沉淀自我，在乱世中静静伫立，一笔一划，雕刻时光,Henry_Huang,,Henry_Huang,1571118676.0
4710,Literature,读书人皆是负心人，最负痴心人。,雪中悍刀行,,Larry,1571145391.0
4714,Comics,憧憬，是距离了解最遥远的一种感情。,BLEACH,,C20211711LJS,1571495702.0
4715,Animation,相信奇迹的人本身就和奇迹一样了不起啊,星游记,,kurumit3,1571497615.0
4717,Literature,别的禅，我都不修。独你是我的禅，秀色可餐,雪中悍刀行,,Larry,1571145760.0
4719,Film and television,爱你所爱，行你所行，听从你心，无问西东。,无问西东,,jhaseh,1580886541.0
4720,Animation,人类的赞歌就是勇气的赞歌。,JOJO的奇妙冒险,,jhaseh,1580886421.0
4721,Literature,一定要爱着点什么，恰似草木对光阴的钟情。,人间草木,汪曾祺,/...月月,1580882558.0
4722,Animation,你们腌太监也不会动人脑子啊！,铁心搏奕,,矮雨,1580808586.0
4723,Film and television,高调做事，低调做人。,某电视剧,,陈未来,1580792293.0
4725,Original,失败是成功之母，不失败怎么能成功？,小林,小林,xhlyy,1580695979.0
4726,Animation,我不要你觉得，我要我觉得。,中餐厅,黄晓明,187J3X1,1580643555.0
4727,Literature,你睁开眼睛的时候，我在这里。,撒野,巫哲,卑微网友.,1580564381.0
4736,Literature,希望你永远都笑的像一束阳光，你是我的阳光。,撒野,巫哲,卑微网友.,1580563521.0
4737,Literature,我想，左肩有你，右肩微笑。,撒野,巫哲,卑微网友.,1580563479.0
4739,Literature,希望我们都能像对方一样勇敢。,撒野,巫哲,卑微网友.,1580563360.0
4740,Literature,我会一直喜欢到你不再需要我喜欢你为止。,撒野,巫哲,卑微网友.,1580563291.0
4744,Literature,只对你，无论谈恋爱还是谈个恋爱，都得是跟你。,撒野,巫哲,卑微网友.,1580563169.0
4745,Literature,想跟我谈恋爱，还是想跟我谈个恋爱？,撒野,巫哲,卑微网友.,1580563145.0
4747,Literature,你喜欢一个人，看到所有跟他有关的东西，都会变成一团毛球。,撒野,巫哲,卑微网友.,1580556256.0
4749,Literature,我要赢一壶酒，拿来娶你。,撒野,巫哲,卑微网友.,1580555894.0
4750,Literature,我想抬头暖阳春草，你给我简单拥抱。,撒野,巫哲,卑微网友.,1580555808.0
4751,Literature,我想在你眼里撒野奔跑，我想一个眼神就到老。,撒野,巫哲,卑微网友.,1580555766.0
4752,Literature,简童，我把肾给你，你把心给我吧。,蚀骨危情,沈谨修,凿枘,1580555339.0
4753,Literature,世界灿烂盛大，欢迎回家。,全球高考,木苏里,卑微网友.,1580555079.0
4754,Literature,这里的一切都有始有终，却能容纳所有的不期而遇和久别重逢。,全球高考,木苏里,卑微网友.,1580554964.0
4755,Literature,"深处暖春 ，才会怕冷。
",全球高考,木苏里,卑微网友.,1580552193.0
4756,Original,你知道的都是真相。只可惜那些并不是真相的全部。,原创,pokon548,pokon548,1580452921.0
4757,Animation,神啊，求求你。已经足够了。已经没事了。我们都会熬过去的。,天气之子,,Ali,1580370831.0
4758,Animation,自古以来，天空上就是另一个世界。,天气之子,,Ali,1580370831.0
4759,Animation,在东京的天空上，我们决定性的改变了世界的模样。,天气之子,,Ali,1580370830.0
4761,Literature,现在我们也都还各自活着，我想。,斯普特尼克恋人,,Ali,1580370829.0
4762,Literature,当两颗卫星的轨道偶尔交叉时，我们便这样相会了。,斯普特尼克恋人,,Ali,1580370829.0
4765,Literature,生在此侧，死在彼侧。我在此侧，不在彼侧。,挪威的森林,,Ali,1580370827.0
4766,Literature,树梢间泻下的秋日阳光，在她肩部一闪一闪地跳跃着。,挪威的森林,,Ali,1580370827.0
4767,Literature,死并非生的对立面，而作为生的一部分永存。,挪威的森林,,Ali,1580370827.0
4768,Literature,一只飞鸟以零点三倍马赫的速度划过天空，留下两道白色的翼痕。,想要成为女孩子,,Ali,1580370826.0
4769,Literature,这些悄悄抽出小绿芽的幼苗，终将有一天会长成参天大树吧。,如果你曾奋不顾身爱上一个人,,Ali,1580370826.0
4772,Literature,至此以后，杀死幻想。,咱的一位朋友,,Ali,1580370825.0
4773,Literature,原来，天上的星，都是曾被人惦念而又遗忘的梦啊。,小荷,,Ali,1580370824.0
4774,Literature,是男还是女，没有关系呢。,駄作,,Ali,1580370824.0
4780,Literature,亭边总有花影，与我消遣一段旖旎的小时光。,最美是花影不扫,,Ali,1580370821.0
4782,Literature,但是我，我没有眼泪。宇宙，宇宙也没有眼泪呀！眼泪有什么用啊？,雷电颂,郭沫若,Ali,1580370820.0
4783,Internet,雪崩时，没有一片雪花是无辜的！,网络,,M&Yu,1571143787.0
4785,Original,诗和远方，不如家乡。,dreamer,,dreamer,1571717463.0
4787,Other,我的手机明明没有坏掉，可是她为什么没给我打电话呢？,网络,,WDQ,1571971993.0
4788,Internet,你只需看着别人精彩，老天对你另有安排,春天,,春天,1571538132.0
4789,Literature,万物皆有尽头，唯有死神永生。,三体,,Dead_Walker,1571640750.0
4790,Other,掠过浮霞光影，最后能赢下生活的，还是我们。,klssxbc0002,,Dead_Walker,1571640828.0
4791,Original,愿你走过一场青春，还留有三分纯真,网络,,冷兮,1571791456.0
4792,Animation,你是否会等待着我？我会变得更加完美！,Aqours,,BillZhou233,1571894083.0
4793,Animation,さあ，Games始めましょうか,游戏人生,,魑星辰,1572011809.0
4794,Animation,被一个自己不感兴趣的人示好，你不觉得没有比这更恶心的事吗,人渣的本愿,,魑星辰,1572011865.0
4795,Animation,世界上所有的不利状况都是因为当事者的能力不足,东京喰种,,魑星辰,1572011831.0
4796,Animation,在虚构现实里寻求现实感的人才有问题,凉宫春日的忧郁,,魑星辰,1572011895.0
4797,Internet,音无结弦之日，悦动天使之心，立于浮华之世，奏响天籁之音,网络,,魑星辰,1572012010.0
4799,Other,人于浮世，独来独往，独生独死，苦乐自当，无有代者。,《无量寿经》,,心软爸爸,1571539336.0
4800,Animation,Ex - ploooosion !,为美好的世界献上祝福,,Mys_C_K,1571892944.0
4803,Animation,没有一个世界会比活在这个世界痛苦,黑岩射手,,魑星辰,1572012133.0
4804,Animation,如果把那一端的敌人全部杀掉的话，我们就能自由了吗？,进击的巨人,,魑星辰,1572012690.0
4805,Literature,你笑起来真像好天气。,简媜,,Kilig,1572139289.0
4806,Original,我也不知道你哪里好，但是别人就是替代不了。,原创,,Kilig,1572139360.0
4807,Literature,这么好的一位少年，那么他喜欢着的少女，得是多好的姑娘啊？,陈平安,,心软爸爸,1572157066.0
4814,Literature,世间万般讲理与不讲理，终归会落在一处，我心安处即吾乡。,剑来,,心软爸爸,1572158005.0
4815,Games,我发现，勇气根本靠不住，只有完全的疯狂才有意义。,英雄联盟,,心上猫,1572052788.0
4816,Animation,今后我们来度过满是愉快之事的人生吧,Charlotte,,魑星辰,1572061202.0
4824,Literature,女子总爱在情爱一事上动脑筋，男子喜好在江山一事上花心思。,剑来,,心软爸爸,1572157590.0
4834,Original,多少岁月与轻狂交织的梦，被遗忘在大海的尽头，随时光匆匆流去。,原创,,七夏浅笑,1572253021.0
4835,Original,我不敢去，但必须去，有些事是必须要做的逃避不了,孤心,,孤心,1572263068.0
4836,Literature,生而为人，我很抱歉,人间失格,,魑星辰,1572270731.0
4837,Internet,有钱人的生活，往往就是这么朴实无华，且枯燥。,朱一旦的枯燥生活,,SUNJY,1572329535.0
4838,Animation,能够用自己喜欢的工作维持生活是件很幸福的事情,白箱,,魑星辰,1572607947.0
4839,Other,人生就像一杯茶，不会苦一辈子，但会苦一阵子,启东中学作业本,,1212967,1572737355.0
4840,Animation,有的鱼是永远关不住的，因为他们属于天空。,大鱼海棠,,smallxu,1572772719.0
4841,Animation,我会化作人间的风雨陪在你的身边,大鱼海棠,,smallxu,1572772766.0
4843,Literature,在月色与雪色之间，你是第三种绝色,余光中,,亘古者·道一,1572857980.0
4844,Literature,这是在是我所知物理学中最富诗意的东西：你的一切都是星辰。,劳伦斯·M·克劳斯,,亘古者·道一,1572858875.0
4847,Original,既然不能让对手变弱，那就让自己变强！,原创,,gd56koua,1573057247.0
4848,Original,你强归你强，我永不示弱,Siyuan,,gd56koua,1573121960.0
4849,Animation,深藏不露是一种卓越的才能,欢迎来到实力至上主义的教室,,滑稽者,1573267566.0
4850,Philosophy,一本书上每多一个公式，就会减少一半读者。,名人名言,霍金,坐凳人,1581041131.0
4853,Philosophy,人生用特写镜头来看是悲剧，长镜头来看则是喜剧。,名人名言,卓别林,坐凳人,1580979011.0
4854,Literature,"以为是初见，其实是重逢。
",全球高考,木苏里,卑微网友.,1580554931.0
4855,Literature,一草一千秋，一花一世界。,目送,龙应台,Ali,1580370818.0
4856,Literature,我站在路口，哈出的气可以把那些六角形的雪融化。,嗨，STORM GLASS,,Ali,1580370817.0
4858,Internet,还有问题想知道答案……但我已经是看过最多星星的一只兔子了！,新浪微博,月球车玉兔,Ali,1580370816.0
4859,Animation,这样叹气的话，幸福会像四处逃散的小蜘蛛一样溜走的。,辉夜大小姐想让我告白,,Ac1,1573293881.0
4860,Animation,世上所以不公平之事是由于当事人能力不足所致。,金木研,,夕之树,1573331301.0
4864,Original,自己选择的路，跪着也要走完,原创,,gd56koua,1573620322.0
4865,Literature,天上剑仙三百万，见我也须尽低眉,修真,,纯情,1573653246.0
4867,Literature,和你在一起，需要下地狱吗？那么，我去。,扶摇皇后,天下归元,湮灭_消滅する,1581150255.0
4871,Animation,雨滴降落的速度是每秒十米，我该用怎么样的速度，才能将你挽留？,言叶之庭,,湮灭_消滅する,1581149583.0
4873,Literature,谁也不再拥有温暖的温度，来焐热那一片彻骨的寒,凰权,天下归元,湮灭_消滅する,1581149017.0
4878,Literature,那涂涂画画的字句，幼圆的字体，只有一句，我喜欢你。,春色の空,,Ali,1580370815.0
4879,Original,"我以为我和别人不一样,其实我只是另外一种形式的奴隶。",原创,,Suzushina_IkE,1573782526.0
4880,Original,语言的力量是强大的，但其体现是潜移默化的。,原创,,Suzushina_IkE,1573782778.0
4881,Internet,从不犯错误的人终将一事无成,来自网络,,Suzushina_IkE,1573794627.0
4882,Internet,对于讨厌的人不要想改变他，远离他才是上策。,来自网络,,Suzushina_IkE,1573794820.0
4883,Literature,给岁月以文明，而不是给文明以岁月。,三体,,h2o,1574142882.0
4884,Animation,如果当时我们说了再见，后来是不是就可以再见,昨日青空,,Skltri,1574169183.0
4886,Original,或许我们真的不配拥有一些美好的事物,原创,,七夏浅笑,1572252674.0
4887,Original,我向你发脾气的时候，亲亲我吧，亲亲我，我就会好了。,原创,,是小梦呀,1572448311.0
4888,Animation,音无结弦之日 跃动天使之心 立于浮华之世 奏响天籁之音,Angel Beats!,,DreamerT,1573486411.0
4889,Literature,遇事不决，可问春风。,剑来,,chen11,1573980410.0
4890,Literature,循此苦旅，直抵群星,SCP基金会,,h2o,1574142807.0
4893,Animation,温柔正确的人总是难以生存，因为这世界既不温柔，也不正确。,我的青春恋爱物语果然有问题,,Love丶Aimer,1574513471.0
4894,Original,也罢就这样吧，淡看缘起缘落，有缘聚，无缘不见,—兔先森,—兔先森,小染,1572313354.0
4895,Poetry,醉后不知天在水，满船清梦压星河。,题龙阳县青草湖,唐温如,鳯凰栖梧,1571142485.0
4896,Poetry,金风玉露一相逢，便胜却、人间无数。,鹊桥仙·纤云弄巧,秦观,鳯凰栖梧,1571142617.0
4897,Film and television,最是人间留不住，朱颜辞镜花辞树。,蝶恋花·阅尽天涯离别苦,王国维,鳯凰栖梧,1571142742.0
4898,Literature,世间文字八万个，唯有一字最是能杀人：情字可误人，情字可杀人。,雪中悍刀行,烽火戏诸侯,Larry,1571145156.0
4900,Internet,斯人若彩虹，遇上方知有。,怦然心动,,夕之树,1573334249.0
4901,Other,永远相信，美好的事情即将发生。,小米公司,,DreamerT,1573486289.0
4902,Literature,那些杀不死我的，终将使我变得更加强大。,尼采,尼采,QIQI,1574512303.0
4904,Film and television,虽然我和他已十年不见，但我知道我会永远怀念他。,伴我同行,伴我同行,wu qingfeng,1574250827.0
4906,Film and television,成年人的世界没有容易二字。,天气预报员,天气预报员,草鱼禾,1573714325.0
4907,Literature,永远年轻，永远热泪盈眶。,达摩流浪者,Jack Kerouac,ozjkaddy,1573654113.0
4908,Poetry,人生得意须尽欢，莫让金樽空对月。,将进酒,李白,夕之树,1573330996.0
4910,Literature,一个人可以被毁灭，但不能被打败。,老人与海,海明威,夕之树,1573333725.0
4911,Literature,燕雀安知鸿鹄之志哉？,史记·陈涉世家,陈涉,夕之树,1573334054.0
4912,Poetry,我曾踏月而来，只因你在山中。,山月,席慕蓉,清河,1573285848.0
4913,Poetry,上古有大椿者，以八千岁为春，八千岁为秋。,逍遥游,庄子,smallxu,1572959776.0
4914,Literature,“I'a I'a.Cthulhu Fhatgn!”,霍华德·菲利普·洛夫克拉夫特,,亘古者·道一,1572862771.0
4915,Original,莲子这个东西，等的越久，它越苦涩啊。,Yly,Yly,Yly,1572856045.0
4916,Poetry,直道相思了无益，未妨惆怅是清狂。,无题,李商隐,kkkek,1572774355.0
4917,Poetry,南风知我意，吹梦到西洲。,西洲曲,南朝乐府民歌,Jessica。,1572677234.0
4918,Internet,幸福往往是摸得透彻，而敬业的心却常常隐藏。,网络,网络,语冰夏虫,1572014735.0
4919,Animation,我一直注视着你，似近，似远。但你永远，看不见我……,来自风平浪静的明天,来自风平浪静的明天,魑星辰,1572012204.0
4922,Poetry,报君黄金台上意，提携玉龙为君死。,雁门太守行,李贺,鳯凰栖梧,1571235827.0
4924,Literature,此剑抚平天下不平事，此剑无愧世间有愧人。,雪中悍刀行,烽火戏诸侯,Larry,1571145207.0
4925,Animation,目标是以科学的力量凌驾于超能力之上，为了伯伦希尔的荣耀。,小绿和小蓝,,今A,1574562603.0
4928,Internet,鱼与熊掌不可兼得，唯独穷和单身可以,皮皮虾,,皮皮虾,1574613017.0
4929,Animation,这东西是越嚼越有味哦~,BanG Dream! 2nd Season,,potatopotat0,1574657008.0
4931,Original,面子都是互相给的。,momo,,微懒,1574690026.0
4932,Internet,行为发展成习惯，习惯发展成为性格，性格伴随人的一生。,网络,,alterem,1574840426.0
4933,Literature,树敌真的很容易，有时候简单到令人痛心,进化,,滑稽者,1574848199.0
4934,Animation,即使再也没有晴天也没有关系.,天气之子,,AmanoHina,1574614675.0
4936,Internet,百般乐器，唢呐为王；不是升天，就是拜堂。,一个转身的距离,,冷兮,1575263484.0
4937,Internet,鞭炮再响，可哪有我想你那么想,一个转身的距离,,冷兮,1575263527.0
4938,Literature,凡事都有一个与一望而知不同的真相,约翰·勒卡雷,,久鸽,1575427961.0
4939,Literature,当我忘了你的时候，我就忘了我自己。,呼啸山庄,,eaea,1575474183.0
4941,Animation,キラキラ☆ドキドキ,戸山香澄,,potatopotat0,1574829959.0
4942,Other,世界本就不完美，我们不过顺势而为,毕淑敏,,清茶-烈酒°,1575645307.0
4943,Other,新时代，共享未来！,中国国际进口博览会,,狗毛小窝,1575696930.0
4944,Literature,你的无畏来源于无知,三体,,ƒine,1575717842.0
4945,Literature,"我们都是阴沟里的虫子,但总还是得有人仰望星空。",三体,,ƒine,1575717861.0
4947,Literature,碑是那么小，与其说是为了纪念，更像是为了忘却。,三体,,ƒine,1575717902.0
4948,Literature,弱小和无知，不是生存的障碍，傲慢才是。,三体,,ƒine,1575717938.0
4949,Literature,给岁月以文明，而不是给文明以岁月。,三体,,ƒine,1575717962.0
4950,Literature,空不是无，空是一种存在，你得用空这种存在填满自己。,三体,,ƒine,1575717975.0
4951,Literature,失去人性，失去很多；失去兽性，失去一切。,三体,,ƒine,1575717991.0
4955,Literature,前进！前进！不择手段的前进！,三体,,ƒine,1575718005.0
4956,Internet,连我自己都轻视自己的话，谁来夸奖我啊，只有我了，舍我其谁。,笹木咲,,ouuan,1576373899.0
4957,Internet,即使窗外天寒地冻，吃一口肉，一切自有力量。,日食记,,Little_Qiu,1576578772.0
4959,Poetry,东隅已逝，桑榆非晚。,文学,王勃,小轩,1581698884.0
4960,Poetry,三尺书生，一介微命。,滕王阁序,王勃,小轩,1581698862.0
4961,Internet,一生败在太没钱，不敢爱她太明显。,内涵段子TV,,凡为过往，皆为序章,1581668762.0
4962,Original,每一栋楼都要尊重不知道为他们付出了多少汗水的脚手架。,原创,坐凳人,坐凳人,1581668488.0
4964,Literature,有些事情，即便不用纸笔，也一样会被铭记。,黑天,木苏里,梵川,1581665935.0
4965,Literature,悠长人生和白首深情，都是岁月的善举。,黑天,木苏里,梵川,1581665909.0
4968,Internet,胸中有丘壑，立马镇山河。,热血,,梵川,1581665197.0
4969,Literature,他只有两只手，所以只能用心抓住一个人。,黑天,木苏里,梵川,1581665163.0
4970,Literature,黑，真他妈的黑啊。,三体,,peerin,1581663676.0
4971,Animation,我下定决心要当海贼王，就算因此而战死，那也无所谓。,海贼王,,wait.,1581662974.0
4972,Original,我把这几个字写了又删，删了又写。,原创,叶子,Vicky,1581654035.0
4975,Animation,规则是用来被打破的。,机械公敌,,404NOTFOUND,1581597455.0
4977,Animation,木叶飞舞之处，火亦生生不息,火影忍者,,kirito,1581592935.0
4978,Animation,当我拔出第二把剑时，就是为了我所爱之人,刀剑神域,,kirito,1581592857.0
4979,Animation,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存。,某科学的超电磁炮,,kirito,1581592814.0
4980,Animation,遇事不决，量子力学。,青春期猪头少年不会梦到兔女郎学姐,,kirito,1581592776.0
4982,Poetry,醉后不知天在水，满船清梦压星河。,题龙阳县青草湖,唐温如,梵川,1581496953.0
4984,Literature,爱恋中的每个瞬间都有可能是一生。,文学,,悠远的苍穹,1581496588.0
4985,Literature,眼睛为她下着雨，心却为她打着伞，这就是爱情。 ,泰戈尔,,悠远的苍穹,1581496560.0
4988,Games,黄油嘴边讲，纯爱心中藏。废萌永不倒，甜作放光芒。,galgame,,悠远的苍穹,1581496134.0
4989,Animation,我们终会相遇相知，在那悠远的苍穹。,缘之空,,悠远的苍穹,1581496038.0
4990,Literature,一颗红心两只手，世世代代跟党走。,平凡的世界,路遥,辣椒の酱,1581493317.0
4991,Animation,Star Burst Stream!,刀剑神域,桐人,187J3X1,1581486809.0
4992,Literature,不幸的人最怕别人说他们的幸福。,平凡的世界,路遥,辣椒の酱,1581473453.0
4993,Literature,人们，你们怎么能因为贫穷，就以物遮目，而变化得如此愚蠢呢？,平凡的世界,路遥,辣椒の酱,1581473266.0
4994,Literature,农民家的孩子啊，他们的第一堂功课就是劳动！,平凡的世界,路遥,辣椒の酱,1581473117.0
4995,Literature,欲悲闻鬼叫，我哭豺狼笑。,平凡的世界,路遥,辣椒の酱,1581473046.0
4996,Literature,锁链可以锁住门窗，锁住手脚，但人心是锁不住的！,平凡的世界,路遥,辣椒の酱,1581472944.0
4997,Literature,在最平常的事情中都可以显示出一个人人格的伟大来！,平凡的世界,路遥,辣椒の酱,1581472858.0
4998,Other,你只看到了第二层，而你只把我想成了第一层，实际上我是第五层,金牌讲师大司马,大司马,losting,1581449719.0
4999,Other,因为你不会，所以你才会,金牌讲师大司马,大司马,losting,1581449429.0
5001,Original,再深的感情终是黄粱一梦。,蓝麓,蓝麓,Qicloud,1581385911.0
